Age,Gender,Weight,Height,Max_BPM,Avg_BPM,Resting_BPM,Session_Duration,Calories_Burned,Workout_Type,Fat_Percentage,Water_Intake,Workout_Frequency,Experience_Level,BMI,rep_count,avg_depth_score,avg_form_score,tempo_consistency,stability_score,left_right_asymmetry,fatigue_slope,range_of_motion,knee_valgus_risk,back_angle_risk,movement_quality_score,readiness_score,injury_risk_score,strength_potential_score,endurance_potential_score
20.0,Female,69.3,1.75,180.0,120.0,72.0,1.06,1421.0,Yoga,24.6,3.2,4.0,Intermediate,25.22,25,0.8679,0.809,0.6359,0.7422,0.2529,0.1626,0.7931,0.2068,0.2078,0.72,0.6927,0.2081,0.755,0.5063
18.0,Male,52.6,1.76,175.0,154.0,50.0,1.17,1783.0,Yoga,21.0,3.0,3.0,Intermediate,30.92,18,0.719,0.6443,0.6218,0.7606,0.1651,0.2298,0.6633,0.2768,0.2792,0.6312,0.6449,0.2477,0.6448,0.5019
39.0,Female,65.6,1.7,172.0,148.0,68.0,0.87,1709.0,Hiit,20.2,1.5,4.0,Advanced,14.83,26,0.771,0.9773,0.8312,0.7596,0.1776,0.2126,0.8192,0.1386,0.1297,0.7912,0.7158,0.1502,0.8067,0.5013
22.0,Male,80.6,1.71,176.0,139.0,60.0,2.0,957.0,Cardio,31.0,2.4,4.0,Intermediate,12.32,23,0.88,0.582,0.789,0.7593,0.1731,0.4663,0.7188,0.1681,0.4572,0.6702,0.596,0.2973,0.6974,0.6262
57.0,Female,43.5,2.0,172.0,159.0,59.0,1.73,530.0,Yoga,18.7,2.1,2.0,Advanced,23.74,21,0.8454,0.8444,0.8326,0.9254,0.0569,0.3513,0.7901,0.0817,0.2388,0.7958,0.7453,0.1604,0.7864,0.5685
25.0,Female,72.6,1.7,161.0,168.0,51.0,1.28,1262.0,Strength,22.0,3.1,4.0,Intermediate,16.45,15,0.6459,0.6552,0.6687,0.7386,0.1143,0.3958,0.6639,0.1312,0.3094,0.619,0.6229,0.228,0.6302,0.5517
18.0,Male,87.5,1.76,169.0,160.0,60.0,2.0,1042.0,Yoga,22.4,3.3,2.0,Advanced,21.79,21,0.8891,0.9068,0.9507,0.7746,0.0828,0.4096,0.8432,0.1752,0.2973,0.818,0.7845,0.2091,0.8061,0.6338
50.0,Male,46.8,1.77,180.0,128.0,70.0,1.4,803.0,Hiit,17.0,3.3,4.0,Beginner,21.83,15,0.5817,0.4632,0.7023,0.5169,0.3303,0.6512,0.4693,0.3541,0.5483,0.4695,0.4487,0.455,0.4597,0.4659
18.0,Female,44.9,1.77,168.0,127.0,57.0,1.66,512.0,Strength,12.3,3.7,3.0,Beginner,20.39,19,0.521,0.5657,0.4371,0.4861,0.2976,0.3218,0.5058,0.3418,0.4797,0.4555,0.5142,0.3567,0.4953,0.5225
18.0,Male,63.9,1.71,164.0,140.0,66.0,1.48,785.0,Yoga,30.2,3.3,4.0,Intermediate,21.96,16,0.6386,0.6186,0.8371,0.7913,0.1856,0.2541,0.6251,0.1349,0.2909,0.6452,0.6645,0.2195,0.6741,0.6119
21.0,Male,90.1,1.72,184.0,138.0,68.0,1.35,1043.0,Yoga,27.1,2.1,4.0,Advanced,22.34,25,0.9193,0.9521,0.835,0.7641,0.0382,0.2629,0.8155,0.1105,0.1643,0.8207,0.7597,0.1247,0.8485,0.5741
18.0,Male,48.2,1.75,180.0,134.0,63.0,1.39,1053.0,Yoga,22.1,2.2,4.0,Beginner,16.34,16,0.4896,0.6583,0.6818,0.677,0.2716,0.6548,0.5223,0.2603,0.3849,0.5405,0.4729,0.3689,0.5225,0.4589
31.0,Male,67.4,1.83,167.0,122.0,66.0,1.49,1032.0,Hiit,30.6,3.1,5.0,Intermediate,18.29,18,0.7182,0.6197,0.7054,0.6845,0.1736,0.3276,0.6219,0.2192,0.4004,0.6152,0.6071,0.2728,0.6701,0.5961
26.0,Male,65.0,1.69,171.0,162.0,62.0,1.54,1066.0,Strength,16.6,3.5,2.0,Intermediate,29.56,21,0.5984,0.7677,0.7749,0.8122,0.332,0.5128,0.5967,0.2971,0.3107,0.6464,0.6218,0.3445,0.623,0.4922
33.0,Female,95.0,1.85,168.0,140.0,56.0,1.3,958.0,Strength,20.5,3.3,3.0,Intermediate,12.66,17,0.5717,0.5916,0.623,0.7161,0.1122,0.4255,0.5738,0.1771,0.3689,0.5619,0.5613,0.2625,0.5597,0.4696
30.0,Female,65.3,1.76,192.0,161.0,57.0,1.16,1092.0,Cardio,32.1,1.9,4.0,Advanced,23.82,27,0.9316,0.766,0.8083,0.8043,0.1677,0.2356,0.8256,0.1637,0.2008,0.7683,0.7381,0.1917,0.7935,0.5585
59.0,Male,40.0,1.72,182.0,164.0,56.0,1.27,1783.0,Hiit,12.6,3.1,4.0,Advanced,12.32,25,0.7445,0.9856,0.9355,0.7597,0.1492,0.2453,0.817,0.1553,0.1641,0.8068,0.7813,0.159,0.8267,0.6036
46.0,Female,82.9,1.74,194.0,165.0,52.0,2.0,1107.0,Cardio,24.3,3.1,3.0,Advanced,14.4,25,0.8997,0.8703,0.7598,0.8858,0.1527,0.3915,0.8337,0.1101,0.2999,0.7911,0.7523,0.2075,0.8181,0.6335
18.0,Male,59.4,1.87,195.0,139.0,74.0,2.0,958.0,Yoga,14.9,2.7,3.0,Intermediate,36.72,18,0.6426,0.8341,0.7366,0.5173,0.3606,0.5774,0.572,0.5042,0.4627,0.6059,0.5116,0.4429,0.631,0.5264
49.0,Male,58.2,1.82,171.0,154.0,67.0,1.38,624.0,Strength,20.8,3.5,4.0,Beginner,19.11,18,0.5703,0.7257,0.3922,0.6315,0.427,0.3767,0.5981,0.3416,0.3602,0.5288,0.5299,0.366,0.5719,0.5116
37.0,Female,77.3,1.58,180.0,140.0,61.0,1.57,1333.0,Hiit,23.5,1.5,2.0,Intermediate,12.32,16,0.6266,0.8258,0.6785,0.833,0.2615,0.3687,0.7285,0.2083,0.3186,0.6819,0.6054,0.2668,0.671,0.4723
22.0,Male,66.0,1.67,181.0,122.0,50.0,0.96,912.0,Cardio,26.3,1.5,3.0,Intermediate,15.29,19,0.7876,0.6644,0.7671,0.76,0.2174,0.3655,0.7438,0.2434,0.2921,0.6764,0.6287,0.2778,0.6492,0.4212
29.0,Female,67.4,1.76,187.0,120.0,74.0,1.1,911.0,Cardio,21.4,2.3,5.0,Beginner,19.6,13,0.5845,0.5453,0.4594,0.5965,0.1856,0.6001,0.5487,0.2374,0.3972,0.4843,0.4136,0.3427,0.4926,0.4116
31.0,Male,62.2,1.7,168.0,155.0,55.0,0.62,1596.0,Strength,35.0,3.2,2.0,Beginner,16.7,17,0.645,0.6132,0.4321,0.744,0.446,0.387,0.6262,0.3097,0.2883,0.5414,0.5458,0.3637,0.5006,0.3184
45.0,,67.3,1.67,198.0,155.0,54.0,0.72,1006.0,Yoga,33.2,3.5,4.0,Intermediate,17.76,24,0.8485,0.5853,0.7911,0.7065,0.1048,0.3287,0.73,0.182,0.314,0.668,0.6707,0.2351,0.6493,0.4647
27.0,Female,59.6,1.73,182.0,139.0,71.0,1.42,1321.0,Strength,16.3,3.3,4.0,Advanced,16.62,21,0.9361,0.7785,0.8874,0.8386,0.1157,0.2859,0.8333,0.1105,0.2625,0.7946,0.7421,0.1808,0.8158,0.5895
35.0,Male,40.0,1.72,182.0,120.0,70.0,1.22,1178.0,Hiit,14.6,1.9,4.0,Intermediate,17.87,21,0.6908,0.7589,0.8137,0.7962,0.1765,0.2703,0.6805,0.1991,0.253,0.698,0.6427,0.22,0.7135,0.5174
24.0,Male,41.3,1.73,180.0,156.0,74.0,1.55,1285.0,Hiit,26.2,3.2,4.0,Advanced,14.93,29,0.9266,0.8019,0.8038,0.8942,0.1123,0.359,0.8,0.1266,0.2664,0.7868,0.7111,0.1976,0.8139,0.5936
48.0,Male,97.0,1.73,172.0,122.0,74.0,1.7,903.0,Cardio,12.8,3.5,4.0,Intermediate,22.39,18,0.7635,0.63,0.6713,0.6346,0.1458,0.415,0.6205,0.2216,0.398,0.6091,0.5894,0.2826,0.6469,0.5682
59.0,Female,47.2,1.68,185.0,159.0,70.0,1.49,704.0,Strength,15.4,2.2,4.0,Intermediate,23.79,26,0.837,0.6312,0.7709,0.6431,0.2567,0.3264,0.7169,0.2365,0.366,0.653,0.6076,0.2922,0.6817,0.5755
33.0,Male,65.7,1.97,167.0,144.0,53.0,1.1,872.0,Cardio,19.1,2.0,4.0,Beginner,19.14,12,0.613,0.6087,0.6792,0.4481,0.2562,0.4263,0.5421,0.3333,0.3536,0.5243,0.515,0.3415,0.5249,0.4818
31.0,Male,80.2,1.74,187.0,141.0,72.0,1.23,1326.0,Strength,21.2,2.8,2.0,Intermediate,16.1,16,0.9195,0.6186,0.626,0.8209,0.2993,0.2346,0.7892,0.1883,0.2741,0.6826,0.6326,0.2575,0.6755,0.4417
40.0,Male,59.3,2.0,166.0,141.0,74.0,1.44,801.0,Cardio,24.6,3.4,5.0,Intermediate,17.04,19,0.8102,0.6336,0.8124,0.6607,0.3028,0.2284,0.7132,0.2227,0.3108,0.6606,0.6416,0.2714,0.7171,0.6342
57.0,Female,79.4,1.55,160.0,164.0,50.0,1.55,1116.0,Strength,32.2,3.6,2.0,Intermediate,14.69,25,0.7437,0.8115,0.6346,0.7726,0.2111,0.4211,0.7259,0.233,0.3063,0.6826,0.674,0.2717,0.6696,0.5175
28.0,Male,59.3,1.79,189.0,128.0,69.0,0.91,877.0,Strength,24.8,2.1,4.0,Beginner,28.16,15,0.7028,0.5794,0.6476,0.6162,0.2286,0.3638,0.6288,0.3149,0.3652,0.5738,0.5105,0.3212,0.5646,0.42
30.0,,61.8,1.88,189.0,142.0,73.0,1.02,1033.0,Cardio,23.7,2.3,4.0,Beginner,21.86,13,0.4108,0.6467,0.4491,0.5225,0.297,0.5915,0.4749,0.3262,0.3689,0.4477,0.4097,0.3811,0.4459,0.3755
30.0,Male,40.0,1.63,192.0,157.0,64.0,1.31,1078.0,Hiit,10.0,2.8,3.0,Beginner,14.92,14,0.5669,0.6197,0.6806,0.4771,0.4647,0.448,0.5214,0.4422,0.3824,0.5076,0.4896,0.4338,0.5053,0.4581
25.0,Female,61.4,1.7,172.0,166.0,72.0,1.28,1064.0,Yoga,32.5,3.0,3.0,Intermediate,19.45,24,0.8637,0.7572,0.8295,0.5838,0.1347,0.269,0.7722,0.1921,0.3239,0.7103,0.6674,0.218,0.7053,0.544
46.0,Female,80.2,1.98,172.0,155.0,73.0,1.29,1355.0,Yoga,26.8,3.3,4.0,Advanced,15.63,28,0.7856,0.7561,0.8506,0.8147,0.1469,0.1973,0.737,0.1213,0.2655,0.7384,0.7146,0.1768,0.7741,0.5921
28.0,Male,58.0,1.77,179.0,157.0,74.0,1.59,1145.0,Yoga,21.3,1.5,2.0,Advanced,14.72,21,0.8729,0.7376,0.8018,0.8006,0.0475,0.2851,0.7451,0.1121,0.311,0.7419,0.648,0.1754,0.7412,0.517
27.0,Male,53.0,1.91,172.0,123.0,54.0,1.09,655.0,Strength,34.4,3.1,3.0,Intermediate,21.18,24,0.8677,0.6158,0.8526,0.7911,0.1596,0.3817,0.7196,0.1675,0.2774,0.6995,0.6928,0.2465,0.6693,0.4778
23.0,Female,51.2,1.92,187.0,169.0,55.0,1.1,969.0,Yoga,25.3,2.7,2.0,Beginner,16.98,17,0.4872,0.6762,0.7,0.5715,0.3236,0.4995,0.5736,0.2995,0.3556,0.5401,0.5265,0.3564,0.4863,0.4004
26.0,Female,51.9,1.9,182.0,129.0,55.0,2.0,1418.0,Cardio,32.2,2.4,2.0,Beginner,20.41,18,0.4402,0.4421,0.6408,0.5293,0.4266,0.6704,0.4527,0.3646,0.6266,0.4177,0.4181,0.4999,0.3999,0.4739
27.0,Female,56.3,1.7,191.0,134.0,72.0,1.61,1631.0,Yoga,23.4,3.3,3.0,Beginner,30.84,18,0.4466,0.6264,0.6718,0.3148,0.4792,0.5201,0.4339,0.5472,0.5451,0.4396,0.4233,0.5071,0.4525,0.4666
59.0,Male,108.3,1.53,183.0,122.0,50.0,0.86,1071.0,Hiit,21.9,3.3,3.0,Beginner,17.75,11,0.5323,0.6166,0.5316,0.6673,0.3393,0.3561,0.5478,0.3259,0.3092,0.5225,0.5593,0.3385,0.5096,0.3864
22.0,Female,71.5,1.81,195.0,164.0,51.0,1.52,935.0,Yoga,22.0,2.6,3.0,Intermediate,14.55,15,0.7329,0.6944,0.6787,0.6168,0.2741,0.5162,0.6784,0.3293,0.3761,0.6134,0.5838,0.3575,0.6117,0.4999
18.0,Male,89.4,1.84,168.0,168.0,69.0,2.0,968.0,Strength,17.3,2.6,5.0,Intermediate,14.77,19,0.7618,0.6494,0.8729,0.7018,0.2697,0.3416,0.659,0.2181,0.4602,0.6635,0.616,0.3053,0.7289,0.7255
32.0,Male,82.3,1.55,172.0,128.0,74.0,1.52,990.0,Hiit,26.7,2.0,3.0,Beginner,20.15,17,0.4057,0.4877,0.4179,0.4364,0.2687,0.5916,0.4345,0.3785,0.5461,0.3779,0.3397,0.4322,0.3821,0.4026
35.0,Male,96.5,1.54,168.0,160.0,70.0,1.43,1573.0,Yoga,35.0,3.4,4.0,Beginner,20.43,14,0.6964,0.5776,0.5932,0.504,0.2721,0.5447,0.5877,0.356,0.4578,0.5255,0.4922,0.3947,0.5304,0.5152
44.0,Male,40.0,1.91,181.0,124.0,71.0,1.55,1545.0,Cardio,26.5,3.4,3.0,Beginner,35.01,17,0.5365,0.4227,0.494,0.3793,0.3669,0.6345,0.3463,0.5838,0.5685,0.3707,0.3366,0.5368,0.3806,0.4008
43.0,Male,65.2,1.5,182.0,157.0,68.0,2.0,1417.0,Yoga,26.7,3.1,4.0,Intermediate,14.95,27,0.7671,0.6651,0.7767,0.7847,0.2387,0.577,0.6935,0.2062,0.4844,0.6607,0.5874,0.3431,0.6795,0.6151
18.0,Male,53.9,1.62,170.0,169.0,72.0,1.38,810.0,Cardio,24.7,3.4,3.0,Beginner,29.34,10,0.5926,0.605,0.5093,0.3373,0.4687,0.6049,0.5039,0.5405,0.4636,0.4424,0.4072,0.5093,0.4431,0.4348
22.0,,69.6,1.8,186.0,136.0,73.0,1.37,1081.0,Cardio,28.6,2.0,5.0,Advanced,21.14,28,0.8424,0.848,0.8081,0.7271,0.0848,0.2717,0.7964,0.1475,0.2104,0.7591,0.6987,0.1665,0.8096,0.5979
18.0,,62.9,1.72,191.0,157.0,63.0,1.31,514.0,Strength,26.3,2.2,3.0,Intermediate,12.32,21,0.6888,0.8391,0.6127,0.6781,0.0984,0.4634,0.7271,0.1825,0.2915,0.6632,0.5801,0.2318,0.6517,0.4512
18.0,,69.1,1.64,183.0,139.0,73.0,1.32,1002.0,,26.0,1.5,5.0,Beginner,16.27,11,0.6541,0.7157,0.4768,0.4278,0.279,0.6626,0.5714,0.3663,0.4307,0.5127,0.399,0.4052,0.5331,0.4441
37.0,Female,61.3,1.96,193.0,169.0,65.0,2.0,947.0,Yoga,31.1,3.5,5.0,Beginner,24.18,22,0.614,0.5673,0.53,0.662,0.2162,0.6867,0.5904,0.2372,0.5653,0.5197,0.4763,0.3906,0.5504,0.6067
37.0,Female,78.5,1.5,189.0,169.0,60.0,1.67,954.0,Hiit,17.9,2.4,3.0,Advanced,21.98,24,0.8031,0.8816,0.8719,0.8388,0.1573,0.3103,0.8148,0.1581,0.2422,0.7882,0.7603,0.197,0.8018,0.6105
41.0,Female,40.0,1.78,182.0,155.0,68.0,1.51,1376.0,Hiit,29.8,2.1,2.0,Advanced,12.32,29,0.8978,0.831,0.9433,0.7541,0.1883,0.2985,0.843,0.1916,0.305,0.7927,0.7064,0.2269,0.7764,0.5267
18.0,Male,49.9,1.75,182.0,158.0,74.0,2.0,1032.0,Strength,23.1,3.1,5.0,Beginner,17.64,21,0.4514,0.4725,0.681,0.6561,0.3685,0.662,0.5141,0.374,0.6081,0.4697,0.4218,0.4807,0.4997,0.6096
46.0,Female,69.9,1.68,173.0,168.0,64.0,1.43,911.0,Strength,35.0,3.4,3.0,Intermediate,18.95,15,0.8901,0.6163,0.6397,0.8368,0.1455,0.2833,0.7298,0.1144,0.285,0.681,0.6651,0.2085,0.6934,0.5522
24.0,Male,62.5,1.58,175.0,137.0,51.0,2.0,1231.0,Strength,32.2,3.6,4.0,Beginner,36.26,23,0.3743,0.4217,0.7011,0.2931,0.4525,0.577,0.289,0.6372,0.6716,0.3506,0.389,0.5783,0.3986,0.5808
22.0,Male,40.0,1.67,162.0,146.0,59.0,1.04,807.0,Strength,24.1,1.5,3.0,Beginner,13.05,18,0.5078,0.5936,0.4068,0.4293,0.2502,0.3689,0.4967,0.355,0.3869,0.4444,0.4155,0.3415,0.4527,0.3915
53.0,Female,46.8,1.69,163.0,169.0,56.0,1.32,1017.0,Hiit,27.6,2.4,4.0,Intermediate,29.04,23,0.7387,0.8556,0.7603,0.7797,0.1844,0.4906,0.7108,0.2906,0.2578,0.7142,0.6507,0.2845,0.713,0.5444
43.0,Male,70.1,1.72,187.0,129.0,54.0,1.43,984.0,Hiit,25.0,1.6,3.0,Beginner,25.52,16,0.3668,0.6518,0.4263,0.6654,0.2059,0.5899,0.5257,0.2951,0.4252,0.4736,0.438,0.3566,0.4596,0.4011
18.0,Male,40.0,1.7,190.0,120.0,64.0,1.33,1589.0,Yoga,26.8,3.1,2.0,Beginner,18.76,10,0.4778,0.6632,0.654,0.4061,0.3326,0.6084,0.4866,0.3783,0.4845,0.4801,0.4637,0.4247,0.4388,0.368
59.0,Female,73.6,1.6,164.0,158.0,58.0,1.35,1216.0,\Nstrength,30.0,2.3,5.0,Intermediate,15.78,23,0.8476,0.7693,0.8622,0.8763,0.1178,0.3461,0.769,0.1342,0.2194,0.7658,0.7019,0.1949,0.7855,0.6272
18.0,Male,40.0,1.65,160.0,144.0,73.0,2.0,1078.0,\Tyoga,17.4,3.5,2.0,Beginner,21.36,21,0.6534,0.409,0.6413,0.518,0.3482,0.4802,0.4931,0.3579,0.6257,0.4681,0.4658,0.4434,0.4706,0.5379
43.0,Male,72.6,1.64,166.0,152.0,54.0,1.22,1188.0,Cardio,21.3,2.5,2.0,Intermediate,12.97,15,0.7277,0.6803,0.7367,0.8514,0.2269,0.2981,0.691,0.1662,0.2724,0.6763,0.6517,0.239,0.6541,0.4708
36.0,Male,87.6,1.81,179.0,140.0,56.0,0.9,645.0,Hiit,22.1,3.6,2.0,Beginner,18.22,17,0.7044,0.5146,0.551,0.7139,0.1985,0.4379,0.6353,0.2076,0.3888,0.5551,0.5526,0.3063,0.4988,0.3563
40.0,Male,40.0,1.73,194.0,149.0,72.0,1.06,811.0,Hiit,19.4,2.7,2.0,Advanced,36.56,21,0.8358,0.8814,0.9676,0.6918,0.1519,0.1995,0.7366,0.3701,0.1907,0.7819,0.7109,0.2294,0.7642,0.4583
18.0,Male,123.8,1.62,164.0,167.0,59.0,1.43,303.0,Strength,22.3,3.6,2.0,Advanced,24.63,31,0.7947,0.8222,0.9397,0.8559,0.1209,0.3044,0.7982,0.0958,0.2544,0.7857,0.7827,0.1758,0.7616,0.5642
59.0,Female,40.0,1.84,167.0,137.0,53.0,1.87,681.0,Yoga,23.7,2.2,2.0,Intermediate,14.55,28,0.6133,0.7543,0.6172,0.7996,0.1825,0.2457,0.6632,0.1328,0.2946,0.6452,0.6371,0.2034,0.6691,0.5594
38.0,Male,41.4,1.71,183.0,168.0,73.0,0.94,1253.0,Yoga,30.8,3.2,3.0,Beginner,14.6,9,0.6963,0.7161,0.4588,0.6235,0.2507,0.3553,0.6797,0.2468,0.3,0.5833,0.5274,0.2812,0.5706,0.4038
45.0,Female,40.0,1.69,162.0,147.0,68.0,1.19,979.0,Hiit,25.2,2.4,4.0,Intermediate,12.75,17,0.7928,0.5966,0.598,0.8235,0.205,0.1728,0.678,0.1788,0.2557,0.6419,0.605,0.2181,0.6851,0.5348
44.0,Female,52.8,1.71,198.0,132.0,63.0,2.0,1783.0,Hiit,21.7,3.4,4.0,Intermediate,12.32,19,0.7023,0.8278,0.6399,0.6306,0.2825,0.381,0.7082,0.299,0.3484,0.6499,0.6183,0.306,0.7092,0.6144
39.0,Female,69.9,1.85,164.0,147.0,50.0,1.3,1562.0,Yoga,27.7,3.7,3.0,Advanced,12.87,30,0.8827,0.8518,0.981,0.8688,0.0455,0.1411,0.8619,0.0773,0.2003,0.8417,0.8437,0.1077,0.841,0.61
25.0,Female,51.0,1.76,167.0,127.0,70.0,0.72,1119.0,,25.1,2.6,4.0,Advanced,12.64,17,0.837,0.8517,0.7547,0.8058,0.1466,0.2211,0.8022,0.1738,0.1843,0.7632,0.7029,0.1755,0.7751,0.456
50.0,Female,92.6,1.91,171.0,137.0,54.0,1.6,303.0,Strength,25.2,2.3,3.0,Beginner,21.42,18,0.6452,0.7216,0.5146,0.5496,0.3892,0.2894,0.6424,0.3101,0.3273,0.5619,0.5724,0.3251,0.5932,0.5331
21.0,Female,52.7,1.53,182.0,134.0,50.0,1.19,1090.0,Strength,31.5,3.4,3.0,Advanced,25.06,21,0.8821,0.7729,0.7908,0.7528,0.1806,0.1097,0.8018,0.1722,0.1824,0.7506,0.7934,0.1688,0.7766,0.5518
20.0,Male,40.0,1.78,192.0,149.0,57.0,0.93,1075.0,Strength,25.5,1.9,4.0,Beginner,22.57,9,0.6292,0.478,0.6424,0.5827,0.3052,0.4571,0.5254,0.306,0.3758,0.5021,0.4902,0.3681,0.4929,0.4282
50.0,Male,40.0,1.92,168.0,144.0,55.0,1.48,692.0,Cardio,16.0,2.5,5.0,Beginner,18.29,16,0.6279,0.7257,0.5674,0.4494,0.3381,0.6145,0.5558,0.3594,0.4091,0.5275,0.4934,0.404,0.5571,0.5344
52.0,Female,81.7,1.59,164.0,136.0,67.0,1.91,1025.0,Hiit,28.2,3.4,2.0,Intermediate,19.89,21,0.8023,0.775,0.7007,0.7742,0.1192,0.4944,0.7289,0.1919,0.4212,0.6985,0.6474,0.2719,0.6838,0.5386
41.0,Male,65.9,1.93,188.0,124.0,74.0,1.36,1419.0,Yoga,22.6,1.5,2.0,Intermediate,17.6,21,0.6275,0.7992,0.7095,0.6786,0.1625,0.3419,0.697,0.2435,0.3154,0.6559,0.5776,0.2494,0.6371,0.4242
19.0,,92.2,1.73,170.0,150.0,74.0,2.0,538.0,Cardio,10.0,2.2,2.0,Beginner,15.3,20,0.5694,0.5815,0.7148,0.4763,0.2595,0.7485,0.497,0.3125,0.596,0.4977,0.3965,0.4396,0.4598,0.4708
31.0,Female,67.9,1.7,163.0,124.0,68.0,1.43,1338.0,Cardio,13.0,3.1,5.0,Beginner,13.87,16,0.7349,0.6482,0.6004,0.5177,0.3131,0.4308,0.647,0.2895,0.3721,0.567,0.5145,0.3423,0.6038,0.5452
32.0,Female,86.0,1.6,164.0,144.0,65.0,1.09,1196.0,Hiit,17.4,1.5,2.0,Beginner,20.18,14,0.4799,0.7379,0.3842,0.6076,0.2755,0.2443,0.5986,0.2632,0.2585,0.5242,0.5039,0.2617,0.5221,0.3906
29.0,Female,60.6,1.83,172.0,161.0,60.0,1.32,760.0,Strength,25.0,3.3,5.0,Intermediate,18.03,17,0.8492,0.6125,0.5876,0.692,0.1615,0.4986,0.6662,0.2323,0.3789,0.617,0.5895,0.3054,0.651,0.5545
34.0,Male,47.8,1.69,182.0,153.0,68.0,1.63,1249.0,Yoga,20.2,1.5,4.0,Advanced,12.32,19,0.9744,0.8265,0.7692,0.9463,0.1718,0.3902,0.8985,0.1645,0.2608,0.8131,0.6841,0.2268,0.837,0.5798
19.0,Male,79.4,1.77,165.0,150.0,73.0,1.23,1148.0,Cardio,24.1,3.3,3.0,Intermediate,22.64,22,0.8685,0.5791,0.8216,0.7634,0.1243,0.281,0.705,0.1788,0.3353,0.6843,0.6593,0.2333,0.6746,0.5275
33.0,Female,62.4,1.72,168.0,164.0,74.0,0.91,1042.0,Yoga,27.1,3.4,5.0,Intermediate,29.29,23,0.7615,0.6452,0.7527,0.5311,0.2113,0.5411,0.6109,0.3511,0.4054,0.5976,0.5403,0.3627,0.6039,0.4855
47.0,Male,71.3,1.83,186.0,163.0,68.0,0.95,837.0,Strength,22.6,1.5,5.0,Intermediate,18.61,15,0.8131,0.7584,0.7405,0.8358,0.2608,0.4513,0.7379,0.1961,0.26,0.709,0.6148,0.2774,0.7169,0.4959
37.0,Male,116.2,1.65,194.0,160.0,74.0,1.98,1036.0,Yoga,22.1,2.4,4.0,Beginner,23.58,14,0.5724,0.6144,0.367,0.4869,0.4877,0.7664,0.5044,0.4535,0.6056,0.4331,0.3645,0.5407,0.4707,0.4966
50.0,Male,55.8,1.81,161.0,126.0,55.0,1.32,909.0,Yoga,23.6,2.9,4.0,Intermediate,12.32,15,0.8952,0.8371,0.6526,0.7723,0.2975,0.4389,0.8138,0.2178,0.2573,0.7278,0.6645,0.2824,0.7407,0.5158
53.0,Female,55.9,1.78,182.0,125.0,58.0,1.45,1308.0,Yoga,21.1,1.5,3.0,Intermediate,12.32,18,0.7425,0.6056,0.7513,0.8634,0.0944,0.1598,0.6543,0.0904,0.2877,0.6736,0.6333,0.1653,0.6932,0.5318
29.0,Female,80.7,1.74,192.0,121.0,72.0,1.43,839.0,Strength,26.5,1.5,4.0,Beginner,12.32,15,0.6481,0.4479,0.4603,0.5376,0.2669,0.5662,0.5167,0.3219,0.5564,0.4524,0.3566,0.4152,0.4672,0.4136
46.0,Male,69.0,1.88,177.0,120.0,74.0,1.63,1183.0,Strength,23.4,3.6,4.0,Intermediate,14.54,20,0.5576,0.8075,0.661,0.6934,0.2695,0.4771,0.5927,0.2604,0.3909,0.6125,0.5745,0.3188,0.6465,0.5302
34.0,Male,60.5,1.8,171.0,120.0,68.0,1.57,1452.0,Cardio,27.1,3.2,3.0,Beginner,12.32,12,0.6813,0.4821,0.4694,0.417,0.341,0.3619,0.5066,0.3877,0.4843,0.453,0.4401,0.3984,0.4866,0.4699
44.0,,71.6,1.73,167.0,138.0,71.0,1.45,1000.0,Strength,23.6,2.6,2.0,Advanced,21.12,21,0.9175,0.7664,0.7154,0.7317,0.1871,0.2043,0.7924,0.2182,0.2665,0.7322,0.7053,0.2164,0.7471,0.5145
51.0,Female,96.3,1.88,166.0,127.0,59.0,1.32,1362.0,Strength,28.1,1.9,2.0,Intermediate,16.31,22,0.8212,0.592,0.6338,0.7075,0.1937,0.3768,0.7267,0.2455,0.3506,0.6282,0.5786,0.2908,0.6077,0.4292
47.0,Male,48.4,1.65,196.0,148.0,60.0,1.29,1357.0,Cardio,11.3,1.5,3.0,Intermediate,12.51,23,0.893,0.7524,0.7109,0.84,0.2669,0.1811,0.7593,0.2225,0.1991,0.7345,0.6688,0.2243,0.7529,0.5088
52.0,Male,77.8,1.59,183.0,135.0,50.0,1.37,949.0,Cardio,27.3,2.9,4.0,Intermediate,23.73,15,0.6286,0.7932,0.6156,0.7944,0.212,0.263,0.6953,0.1535,0.2777,0.6592,0.6864,0.214,0.6979,0.5588
25.0,Male,85.5,1.8,168.0,156.0,69.0,1.39,644.0,Strength,15.7,3.3,2.0,Beginner,12.32,18,0.5327,0.4541,0.4098,0.6273,0.3499,0.3817,0.5194,0.2811,0.435,0.4426,0.4318,0.368,0.4411,0.4196
28.0,,74.9,1.74,196.0,163.0,54.0,1.24,1144.0,Cardio,30.7,1.6,2.0,Beginner,25.53,17,0.5757,0.6559,0.6876,0.6477,0.3782,0.5168,0.5715,0.3387,0.3398,0.5592,0.5187,0.3849,0.5136,0.4024
30.0,Male,67.4,1.79,185.0,169.0,59.0,1.27,1398.0,Cardio,18.9,3.4,5.0,Advanced,25.14,30,0.88,0.9298,0.8504,0.9723,0.0847,0.313,0.8903,0.1129,0.1506,0.8506,0.8151,0.1473,0.8769,0.6336
